FAB,LOT_ID,LOT_TYPE,PRODUCT,START_TIME,LOT_SIZE,DUE_DATE,PRIORITY
SIMTECH,LOT_1,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_2,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_3,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_4,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_5,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_6,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_7,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_8,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_9,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_10,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_11,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_12,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_13,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_14,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_15,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_16,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_17,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_18,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_19,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_20,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_21,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_22,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_23,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_24,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_25,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_26,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_27,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_28,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_29,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_30,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_31,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_32,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_33,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_34,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_35,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_36,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_37,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_38,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_39,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_40,Y,PRO_14,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_41,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_42,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_43,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_44,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_45,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_46,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_47,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_48,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_49,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_50,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_51,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_52,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_53,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_54,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_55,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_56,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_57,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_58,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_59,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_60,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
SIMTECH,LOT_61,Y,PRO_15,18/11/2021 00:00:00,10,21/11/2021 00:00:00,0
