FAB,LOT_ID,LOT_TYPE,PRODUCT,START_TIME,LOT_SIZE,DUE_DATE,PRIORITY
SIMTECH,LOT_1,Y,PRO_14,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_2,Y,PRO_14,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_3,Y,PRO_14,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_4,Y,PRO_14,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_5,Y,PRO_14,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_6,Y,PRO_14,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_7,Y,PRO_14,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_8,Y,PRO_14,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_9,Y,PRO_14,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_10,Y,PRO_14,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_11,Y,PRO_14,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_12,Y,PRO_14,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_41,Y,PRO_15,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_42,Y,PRO_15,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_43,Y,PRO_15,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_44,Y,PRO_15,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_45,Y,PRO_15,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
SIMTECH,LOT_46,Y,PRO_15,3/12/2021 0:00:00,25,5/12/2021 0:00:00,0
