FAB,LOT_ID,LOT_TYPE,PRODUCT,START_TIME,LOT_SIZE,DUE_DATE,PRIORITY
SIMTECH,LOT_2021110001,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110002,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110003,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110004,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110005,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110006,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110007,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110008,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110009,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110010,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110011,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110012,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110013,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110014,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110015,Y,PRO_14,18/11/2021 0:00:00,25,21/11/2021 0:00:00,0
SIMTECH,LOT_2021110016,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110017,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110018,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110019,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110020,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110021,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110022,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110023,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110024,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110025,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110026,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110027,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110028,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110029,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110030,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110031,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
SIMTECH,LOT_2021110032,Y,PRO_15,18/11/2021 0:00:00,25,22/11/2021 0:00:00,0
